id,Geographic Area Name,pop,nhw,pc,state,year,county
0500000US51840,"Winchester city, Virginia",27789,18442,66.4, Virginia,2019,Winchester city
0500000US19001,"Adair County, Iowa",7779,7595,97.6, Iowa,2010,Adair County
0500000US19003,"Adams County, Iowa",4127,3992,96.7, Iowa,2010,Adams County
0500000US19005,"Allamakee County, Iowa",14331,13527,94.4, Iowa,2010,Allamakee County
0500000US19007,"Appanoose County, Iowa",13029,12620,96.9, Iowa,2010,Appanoose County
0500000US19009,"Audubon County, Iowa",6186,6064,98, Iowa,2010,Audubon County
0500000US19011,"Benton County, Iowa",26098,25350,97.1, Iowa,2010,Benton County
0500000US19013,"Black Hawk County, Iowa",129252,109285,84.6, Iowa,2010,Black Hawk County
0500000US19015,"Boone County, Iowa",26424,25418,96.2, Iowa,2010,Boone County
0500000US19017,"Bremer County, Iowa",24185,23419,96.8, Iowa,2010,Bremer County
0500000US19019,"Buchanan County, Iowa",21026,20420,97.1, Iowa,2010,Buchanan County
0500000US19021,"Buena Vista County, Iowa",19980,14042,70.3, Iowa,2010,Buena Vista County
0500000US19023,"Butler County, Iowa",14892,14580,97.9, Iowa,2010,Butler County
0500000US19025,"Calhoun County, Iowa",9846,9475,96.2, Iowa,2010,Calhoun County
0500000US19027,"Carroll County, Iowa",20805,20147,96.8, Iowa,2010,Carroll County
0500000US19029,"Cass County, Iowa",13969,13535,96.9, Iowa,2010,Cass County
0500000US19031,"Cedar County, Iowa",18414,17840,96.9, Iowa,2010,Cedar County
0500000US19033,"Cerro Gordo County, Iowa",44324,41069,92.7, Iowa,2010,Cerro Gordo County
0500000US19035,"Cherokee County, Iowa",12086,11585,95.9, Iowa,2010,Cherokee County
0500000US19037,"Chickasaw County, Iowa",12499,12136,97.1, Iowa,2010,Chickasaw County
0500000US19039,"Clarke County, Iowa",9218,8242,89.4, Iowa,2010,Clarke County
0500000US19041,"Clay County, Iowa",16718,15924,95.3, Iowa,2010,Clay County
0500000US19043,"Clayton County, Iowa",18202,17615,96.8, Iowa,2010,Clayton County
0500000US19045,"Clinton County, Iowa",49274,45829,93, Iowa,2010,Clinton County
0500000US19047,"Crawford County, Iowa",16951,13177,77.7, Iowa,2010,Crawford County
0500000US19049,"Dallas County, Iowa",61714,55054,89.2, Iowa,2010,Dallas County
0500000US19051,"Davis County, Iowa",8687,8636,99.4, Iowa,2010,Davis County
0500000US19053,"Decatur County, Iowa",8508,8020,94.3, Iowa,2010,Decatur County
0500000US19055,"Delaware County, Iowa",17857,17518,98.1, Iowa,2010,Delaware County
0500000US19057,"Des Moines County, Iowa",40266,36204,89.9, Iowa,2010,Des Moines County
0500000US19059,"Dickinson County, Iowa",16665,16267,97.6, Iowa,2010,Dickinson County
0500000US19061,"Dubuque County, Iowa",92547,86583,93.6, Iowa,2010,Dubuque County
0500000US19063,"Emmet County, Iowa",10389,9457,91, Iowa,2010,Emmet County
0500000US19065,"Fayette County, Iowa",20992,20141,95.9, Iowa,2010,Fayette County
0500000US19067,"Floyd County, Iowa",16394,15577,95, Iowa,2010,Floyd County
0500000US19069,"Franklin County, Iowa",10697,9407,87.9, Iowa,2010,Franklin County
0500000US19071,"Fremont County, Iowa",7528,7207,95.7, Iowa,2010,Fremont County
0500000US19073,"Greene County, Iowa",9448,9271,98.1, Iowa,2010,Greene County
0500000US19075,"Grundy County, Iowa",12401,12146,97.9, Iowa,2010,Grundy County
0500000US19077,"Guthrie County, Iowa",11040,10687,96.8, Iowa,2010,Guthrie County
0500000US19079,"Hamilton County, Iowa",15874,14667,92.4, Iowa,2010,Hamilton County
0500000US19081,"Hancock County, Iowa",11505,10924,95, Iowa,2010,Hancock County
0500000US19083,"Hardin County, Iowa",17685,16626,94, Iowa,2010,Hardin County
0500000US19085,"Harrison County, Iowa",15073,14690,97.5, Iowa,2010,Harrison County
0500000US19087,"Henry County, Iowa",20263,18371,90.7, Iowa,2010,Henry County
0500000US19089,"Howard County, Iowa",9610,9367,97.5, Iowa,2010,Howard County
0500000US19091,"Humboldt County, Iowa",9905,9417,95.1, Iowa,2010,Humboldt County
0500000US19093,"Ida County, Iowa",7172,6974,97.2, Iowa,2010,Ida County
0500000US19095,"Iowa County, Iowa",16353,15853,96.9, Iowa,2010,Iowa County
0500000US19097,"Jackson County, Iowa",19942,19377,97.2, Iowa,2010,Jackson County
0500000US19099,"Jasper County, Iowa",37050,35528,95.9, Iowa,2010,Jasper County
0500000US19101,"Jefferson County, Iowa",16643,14612,87.8, Iowa,2010,Jefferson County
0500000US19103,"Johnson County, Iowa",126994,106995,84.3, Iowa,2010,Johnson County
0500000US19105,"Jones County, Iowa",20708,19768,95.5, Iowa,2010,Jones County
0500000US19107,"Keokuk County, Iowa",10614,10397,98, Iowa,2010,Keokuk County
0500000US19109,"Kossuth County, Iowa",15748,15346,97.4, Iowa,2010,Kossuth County
0500000US19111,"Lee County, Iowa",35991,33036,91.8, Iowa,2010,Lee County
0500000US19113,"Linn County, Iowa",207765,186843,89.9, Iowa,2010,Linn County
0500000US19115,"Louisa County, Iowa",11683,9606,82.2, Iowa,2010,Louisa County
0500000US19117,"Lucas County, Iowa",9116,8936,98, Iowa,2010,Lucas County
0500000US19119,"Lyon County, Iowa",11564,11279,97.5, Iowa,2010,Lyon County
0500000US19121,"Madison County, Iowa",15488,15048,97.2, Iowa,2010,Madison County
0500000US19123,"Mahaska County, Iowa",22382,21296,95.1, Iowa,2010,Mahaska County
0500000US19125,"Marion County, Iowa",33378,31980,95.8, Iowa,2010,Marion County
0500000US19127,"Marshall County, Iowa",40131,32188,80.2, Iowa,2010,Marshall County
0500000US19129,"Mills County, Iowa",15157,14507,95.7, Iowa,2010,Mills County
0500000US19131,"Mitchell County, Iowa",10801,10603,98.2, Iowa,2010,Mitchell County
0500000US19133,"Monona County, Iowa",9346,9020,96.5, Iowa,2010,Monona County
0500000US19135,"Monroe County, Iowa",7918,7650,96.6, Iowa,2010,Monroe County
0500000US19137,"Montgomery County, Iowa",10901,10429,95.7, Iowa,2010,Montgomery County
0500000US19139,"Muscatine County, Iowa",42501,34777,81.8, Iowa,2010,Muscatine County
0500000US19141,"O'Brien County, Iowa",14419,13690,94.9, Iowa,2010,O'Brien County
0500000US19143,"Osceola County, Iowa",6576,6107,92.9, Iowa,2010,Osceola County
0500000US19145,"Page County, Iowa",16095,14959,92.9, Iowa,2010,Page County
0500000US19147,"Palo Alto County, Iowa",9508,9348,98.3, Iowa,2010,Palo Alto County
0500000US19149,"Plymouth County, Iowa",24933,23772,95.3, Iowa,2010,Plymouth County
0500000US19151,"Pocahontas County, Iowa",7509,7254,96.6, Iowa,2010,Pocahontas County
0500000US19153,"Polk County, Iowa",419301,342889,81.8, Iowa,2010,Polk County
0500000US19155,"Pottawattamie County, Iowa",91928,83146,90.4, Iowa,2010,Pottawattamie County
0500000US19157,"Poweshiek County, Iowa",19012,17846,93.9, Iowa,2010,Poweshiek County
0500000US19159,"Ringgold County, Iowa",5169,5010,96.9, Iowa,2010,Ringgold County
0500000US19161,"Sac County, Iowa",10480,10185,97.2, Iowa,2010,Sac County
0500000US19163,"Scott County, Iowa",162184,135897,83.8, Iowa,2010,Scott County
0500000US19165,"Shelby County, Iowa",12328,12218,99.1, Iowa,2010,Shelby County
0500000US19167,"Sioux County, Iowa",33377,30273,90.7, Iowa,2010,Sioux County
0500000US19169,"Story County, Iowa",87594,76616,87.5, Iowa,2010,Story County
0500000US19171,"Tama County, Iowa",17952,15202,84.7, Iowa,2010,Tama County
0500000US19173,"Taylor County, Iowa",6402,5972,93.3, Iowa,2010,Taylor County
0500000US19175,"Union County, Iowa",12409,11936,96.2, Iowa,2010,Union County
0500000US19177,"Van Buren County, Iowa",7645,7456,97.5, Iowa,2010,Van Buren County
0500000US19179,"Wapello County, Iowa",35553,31452,88.5, Iowa,2010,Wapello County
0500000US19181,"Warren County, Iowa",45346,43585,96.1, Iowa,2010,Warren County
0500000US19183,"Washington County, Iowa",21626,20156,93.2, Iowa,2010,Washington County
0500000US19185,"Wayne County, Iowa",6404,6247,97.5, Iowa,2010,Wayne County
0500000US19187,"Webster County, Iowa",38286,34613,90.4, Iowa,2010,Webster County
0500000US19189,"Winnebago County, Iowa",10962,10398,94.9, Iowa,2010,Winnebago County
0500000US19191,"Winneshiek County, Iowa",21031,20193,96, Iowa,2010,Winneshiek County
0500000US19193,"Woodbury County, Iowa",101217,79593,78.6, Iowa,2010,Woodbury County
0500000US19195,"Worth County, Iowa",7628,7445,97.6, Iowa,2010,Worth County
0500000US19197,"Wright County, Iowa",13384,12040,90, Iowa,2010,Wright County
0500000US41001,"Baker County, Oregon",16150,15054,93.2, Oregon,2010,Baker County
0500000US41003,"Benton County, Oregon",84158,70850,84.2, Oregon,2010,Benton County
0500000US41005,"Clackamas County, Oregon",370479,315863,85.3, Oregon,2010,Clackamas County
0500000US41007,"Clatsop County, Oregon",36858,32357,87.8, Oregon,2010,Clatsop County
0500000US41009,"Columbia County, Oregon",49006,44415,90.6, Oregon,2010,Columbia County
0500000US41011,"Coos County, Oregon",63319,55479,87.6, Oregon,2010,Coos County
0500000US41013,"Crook County, Oregon",21515,19242,89.4, Oregon,2010,Crook County
0500000US41015,"Curry County, Oregon",22411,19964,89.1, Oregon,2010,Curry County
0500000US41017,"Deschutes County, Oregon",154568,137508,89, Oregon,2010,Deschutes County
0500000US41019,"Douglas County, Oregon",107209,96431,89.9, Oregon,2010,Douglas County
0500000US41021,"Gilliam County, Oregon",1731,1479,85.4, Oregon,2010,Gilliam County
0500000US41023,"Grant County, Oregon",7349,6883,93.7, Oregon,2010,Grant County
0500000US41025,"Harney County, Oregon",7364,6630,90, Oregon,2010,Harney County
0500000US41027,"Hood River County, Oregon",21706,14547,67, Oregon,2010,Hood River County
0500000US41029,"Jackson County, Oregon",200587,169582,84.5, Oregon,2010,Jackson County
0500000US41031,"Jefferson County, Oregon",21652,13408,61.9, Oregon,2010,Jefferson County
0500000US41033,"Josephine County, Oregon",82172,73139,89, Oregon,2010,Josephine County
0500000US41035,"Klamath County, Oregon",66520,54376,81.7, Oregon,2010,Klamath County
0500000US41037,"Lake County, Oregon",7882,6931,87.9, Oregon,2010,Lake County
0500000US41039,"Lane County, Oregon",347156,296315,85.4, Oregon,2010,Lane County
0500000US41041,"Lincoln County, Oregon",45857,39013,85.1, Oregon,2010,Lincoln County
0500000US41043,"Linn County, Oregon",114315,100237,87.7, Oregon,2010,Linn County
0500000US41045,"Malheur County, Oregon",31326,20173,64.4, Oregon,2010,Malheur County
0500000US41047,"Marion County, Oregon",309894,216386,69.8, Oregon,2010,Marion County
0500000US41049,"Morrow County, Oregon",11112,7330,66, Oregon,2010,Morrow County
0500000US41051,"Multnomah County, Oregon",712036,518801,72.9, Oregon,2010,Multnomah County
0500000US41053,"Polk County, Oregon",73745,60044,81.4, Oregon,2010,Polk County
0500000US41055,"Sherman County, Oregon",1819,1695,93.2, Oregon,2010,Sherman County
0500000US41057,"Tillamook County, Oregon",25200,22075,87.6, Oregon,2010,Tillamook County
0500000US41059,"Umatilla County, Oregon",74804,53121,71, Oregon,2010,Umatilla County
0500000US41061,"Union County, Oregon",25373,23173,91.3, Oregon,2010,Union County
0500000US41063,"Wallowa County, Oregon",6919,6556,94.8, Oregon,2010,Wallowa County
0500000US41065,"Wasco County, Oregon",24695,19404,78.6, Oregon,2010,Wasco County
0500000US41067,"Washington County, Oregon",516665,367004,71, Oregon,2010,Washington County
0500000US41069,"Wheeler County, Oregon",1443,1385,96, Oregon,2010,Wheeler County
0500000US41071,"Yamhill County, Oregon",96930,77578,80, Oregon,2010,Yamhill County
0500000US51001,"Accomack County, Virginia",34066,20936,61.5, Virginia,2010,Accomack County
0500000US51003,"Albemarle County, Virginia",96633,76042,78.7, Virginia,2010,Albemarle County
0500000US51005,"Alleghany County, Virginia",16406,15178,92.5, Virginia,2010,Alleghany County
0500000US51007,"Amelia County, Virginia",12517,9096,72.7, Virginia,2010,Amelia County
0500000US51009,"Amherst County, Virginia",32315,24394,75.5, Virginia,2010,Amherst County
0500000US51011,"Appomattox County, Virginia",14653,11182,76.3, Virginia,2010,Appomattox County
0500000US51013,"Arlington County, Virginia",197467,126061,63.8, Virginia,2010,Arlington County
0500000US51015,"Augusta County, Virginia",73201,67615,92.4, Virginia,2010,Augusta County
0500000US51017,"Bath County, Virginia",4779,4513,94.4, Virginia,2010,Bath County
0500000US51019,"Bedford County, Virginia",67697,61224,90.4, Virginia,2010,Bedford County
0500000US51021,"Bland County, Virginia",6873,6544,95.2, Virginia,2010,Bland County
0500000US51023,"Botetourt County, Virginia",32867,30926,94.1, Virginia,2010,Botetourt County
0500000US51025,"Brunswick County, Virginia",17707,7109,40.1, Virginia,2010,Brunswick County
0500000US51027,"Buchanan County, Virginia",24459,23552,96.3, Virginia,2010,Buchanan County
0500000US51029,"Buckingham County, Virginia",16874,10283,60.9, Virginia,2010,Buckingham County
0500000US51031,"Campbell County, Virginia",54174,44138,81.5, Virginia,2010,Campbell County
0500000US51033,"Caroline County, Virginia",27844,17728,63.7, Virginia,2010,Caroline County
0500000US51035,"Carroll County, Virginia",29985,28823,96.1, Virginia,2010,Carroll County
0500000US51036,"Charles City County, Virginia",7205,2952,41, Virginia,2010,Charles City County
0500000US51037,"Charlotte County, Virginia",12644,8401,66.4, Virginia,2010,Charlotte County
0500000US51041,"Chesterfield County, Virginia",308633,206443,66.9, Virginia,2010,Chesterfield County
0500000US51043,"Clarke County, Virginia",14013,12366,88.2, Virginia,2010,Clarke County
0500000US51045,"Craig County, Virginia",5173,5079,98.2, Virginia,2010,Craig County
0500000US51047,"Culpeper County, Virginia",45749,33077,72.3, Virginia,2010,Culpeper County
0500000US51049,"Cumberland County, Virginia",9855,6190,62.8, Virginia,2010,Cumberland County
0500000US51051,"Dickenson County, Virginia",15966,15718,98.4, Virginia,2010,Dickenson County
0500000US51053,"Dinwiddie County, Virginia",27449,17361,63.2, Virginia,2010,Dinwiddie County
0500000US51057,"Essex County, Virginia",10901,6158,56.5, Virginia,2010,Essex County
0500000US51059,"Fairfax County, Virginia",1048554,591054,56.4, Virginia,2010,Fairfax County
0500000US51061,"Fauquier County, Virginia",64546,53119,82.3, Virginia,2010,Fauquier County
0500000US51063,"Floyd County, Virginia",15030,14205,94.5, Virginia,2010,Floyd County
0500000US51065,"Fluvanna County, Virginia",25308,20061,79.3, Virginia,2010,Fluvanna County
0500000US51067,"Franklin County, Virginia",54938,48102,87.6, Virginia,2010,Franklin County
0500000US51069,"Frederick County, Virginia",75835,65473,86.3, Virginia,2010,Frederick County
0500000US51071,"Giles County, Virginia",17205,16552,96.2, Virginia,2010,Giles County
0500000US51073,"Gloucester County, Virginia",36610,31316,85.5, Virginia,2010,Gloucester County
0500000US51075,"Goochland County, Virginia",21136,14544,68.8, Virginia,2010,Goochland County
0500000US51077,"Grayson County, Virginia",15855,14960,94.4, Virginia,2010,Grayson County
0500000US51079,"Greene County, Virginia",18082,15623,86.4, Virginia,2010,Greene County
0500000US51081,"Greensville County, Virginia",12181,4584,37.6, Virginia,2010,Greensville County
0500000US51083,"Halifax County, Virginia",36311,21798,60, Virginia,2010,Halifax County
0500000US51085,"Hanover County, Virginia",99172,85061,85.8, Virginia,2010,Hanover County
0500000US51087,"Henrico County, Virginia",300053,175944,58.6, Virginia,2010,Henrico County
0500000US51089,"Henry County, Virginia",54860,39325,71.7, Virginia,2010,Henry County
0500000US51091,"Highland County, Virginia",2395,2355,98.3, Virginia,2010,Highland County
0500000US51093,"Isle of Wight County, Virginia",34762,24645,70.9, Virginia,2010,Isle of Wight County
0500000US51095,"James City County, Virginia",64386,50469,78.4, Virginia,2010,James City County
0500000US51097,"King and Queen County, Virginia",6926,4515,65.2, Virginia,2010,King and Queen County
0500000US51099,"King George County, Virginia",22794,17080,74.9, Virginia,2010,King George County
0500000US51101,"King William County, Virginia",15509,11751,75.8, Virginia,2010,King William County
0500000US51103,"Lancaster County, Virginia",11478,8020,69.9, Virginia,2010,Lancaster County
0500000US51105,"Lee County, Virginia",25434,23810,93.6, Virginia,2010,Lee County
0500000US51107,"Loudoun County, Virginia",291653,187588,64.3, Virginia,2010,Loudoun County
0500000US51109,"Louisa County, Virginia",32248,24867,77.1, Virginia,2010,Louisa County
0500000US51111,"Lunenburg County, Virginia",12968,7711,59.5, Virginia,2010,Lunenburg County
0500000US51113,"Madison County, Virginia",13342,11376,85.3, Virginia,2010,Madison County
0500000US51115,"Mathews County, Virginia",9004,7819,86.8, Virginia,2010,Mathews County
0500000US51117,"Mecklenburg County, Virginia",32774,19286,58.8, Virginia,2010,Mecklenburg County
0500000US51119,"Middlesex County, Virginia",10831,8495,78.4, Virginia,2010,Middlesex County
0500000US51121,"Montgomery County, Virginia",92527,79864,86.3, Virginia,2010,Montgomery County
0500000US51125,"Nelson County, Virginia",14989,12301,82.1, Virginia,2010,Nelson County
0500000US51127,"New Kent County, Virginia",17655,14186,80.4, Virginia,2010,New Kent County
0500000US51131,"Northampton County, Virginia",12572,6849,54.5, Virginia,2010,Northampton County
0500000US51133,"Northumberland County, Virginia",12419,8763,70.6, Virginia,2010,Northumberland County
0500000US51135,"Nottoway County, Virginia",15819,8703,55, Virginia,2010,Nottoway County
0500000US51137,"Orange County, Virginia",32730,26658,81.4, Virginia,2010,Orange County
0500000US51139,"Page County, Virginia",24116,22958,95.2, Virginia,2010,Page County
0500000US51141,"Patrick County, Virginia",18643,16833,90.3, Virginia,2010,Patrick County
0500000US51143,"Pittsylvania County, Virginia",63147,46886,74.2, Virginia,2010,Pittsylvania County
0500000US51145,"Powhatan County, Virginia",27758,21569,77.7, Virginia,2010,Powhatan County
0500000US51147,"Prince Edward County, Virginia",22723,14106,62.1, Virginia,2010,Prince Edward County
0500000US51149,"Prince George County, Virginia",35129,20435,58.2, Virginia,2010,Prince George County
0500000US51153,"Prince William County, Virginia",379415,189455,49.9, Virginia,2010,Prince William County
0500000US51155,"Pulaski County, Virginia",34963,31928,91.3, Virginia,2010,Pulaski County
0500000US51157,"Rappahannock County, Virginia",7376,6650,90.2, Virginia,2010,Rappahannock County
0500000US51159,"Richmond County, Virginia",9328,5828,62.5, Virginia,2010,Richmond County
0500000US51161,"Roanoke County, Virginia",91583,81621,89.1, Virginia,2010,Roanoke County
0500000US51163,"Rockbridge County, Virginia",22217,21475,96.7, Virginia,2010,Rockbridge County
0500000US51165,"Rockingham County, Virginia",74922,68705,91.7, Virginia,2010,Rockingham County
0500000US51167,"Russell County, Virginia",28842,28110,97.5, Virginia,2010,Russell County
0500000US51169,"Scott County, Virginia",23234,22646,97.5, Virginia,2010,Scott County
0500000US51171,"Shenandoah County, Virginia",41468,37735,91, Virginia,2010,Shenandoah County
0500000US51173,"Smyth County, Virginia",32383,30892,95.4, Virginia,2010,Smyth County
0500000US51175,"Southampton County, Virginia",18493,11005,59.5, Virginia,2010,Southampton County
0500000US51177,"Spotsylvania County, Virginia",120212,87595,72.9, Virginia,2010,Spotsylvania County
0500000US51179,"Stafford County, Virginia",124587,85747,68.8, Virginia,2010,Stafford County
0500000US51181,"Surry County, Virginia",7039,3524,50.1, Virginia,2010,Surry County
0500000US51183,"Sussex County, Virginia",12167,4623,38, Virginia,2010,Sussex County
0500000US51185,"Tazewell County, Virginia",44706,42509,95.1, Virginia,2010,Tazewell County
0500000US51187,"Warren County, Virginia",37044,33032,89.2, Virginia,2010,Warren County
0500000US51191,"Washington County, Virginia",54322,52364,96.4, Virginia,2010,Washington County
0500000US51193,"Westmoreland County, Virginia",17237,10977,63.7, Virginia,2010,Westmoreland County
0500000US51195,"Wise County, Virginia",41496,38378,92.5, Virginia,2010,Wise County
0500000US51197,"Wythe County, Virginia",29005,27423,94.5, Virginia,2010,Wythe County
0500000US51199,"York County, Virginia",64846,48681,75.1, Virginia,2010,York County
0500000US51510,"Alexandria city, Virginia",133647,73316,54.9, Virginia,2010,Alexandria city
0500000US51515,"Bedford city, Virginia",6177,4500,72.9, Virginia,2010,Bedford city
0500000US51520,"Bristol city, Virginia",17704,16080,90.8, Virginia,2010,Bristol city
0500000US51530,"Buena Vista city, Virginia",6653,6044,90.8, Virginia,2010,Buena Vista city
0500000US51540,"Charlottesville city, Virginia",42267,28103,66.5, Virginia,2010,Charlottesville city
0500000US51550,"Chesapeake city, Virginia",219268,134185,61.2, Virginia,2010,Chesapeake city
0500000US51570,"Colonial Heights city, Virginia",17472,14251,81.6, Virginia,2010,Colonial Heights city
0500000US51580,"Covington city, Virginia",5989,4989,83.3, Virginia,2010,Covington city
0500000US51590,"Danville city, Virginia",43787,20862,47.6, Virginia,2010,Danville city
0500000US51595,"Emporia city, Virginia",5822,1876,32.2, Virginia,2010,Emporia city
0500000US51600,"Fairfax city, Virginia",22058,13862,62.8, Virginia,2010,Fairfax city
0500000US51610,"Falls Church city, Virginia",11465,8557,74.6, Virginia,2010,Falls Church city
0500000US51620,"Franklin city, Virginia",8549,3480,40.7, Virginia,2010,Franklin city
0500000US51630,"Fredericksburg city, Virginia",23375,14672,62.8, Virginia,2010,Fredericksburg city
0500000US51640,"Galax city, Virginia",6936,5555,80.1, Virginia,2010,Galax city
0500000US51650,"Hampton city, Virginia",139046,58704,42.2, Virginia,2010,Hampton city
0500000US51660,"Harrisonburg city, Virginia",47406,34986,73.8, Virginia,2010,Harrisonburg city
0500000US51670,"Hopewell city, Virginia",22506,12325,54.8, Virginia,2010,Hopewell city
0500000US51678,"Lexington city, Virginia",6990,5549,79.4, Virginia,2010,Lexington city
0500000US51680,"Lynchburg city, Virginia",73726,46912,63.6, Virginia,2010,Lynchburg city
0500000US51683,"Manassas city, Virginia",36067,18361,50.9, Virginia,2010,Manassas city
0500000US51685,"Manassas Park city, Virginia",13195,5820,44.1, Virginia,2010,Manassas Park city
0500000US51690,"Martinsville city, Virginia",14029,6964,49.6, Virginia,2010,Martinsville city
0500000US51700,"Newport News city, Virginia",181822,85471,47, Virginia,2010,Newport News city
0500000US51710,"Norfolk city, Virginia",242143,107951,44.6, Virginia,2010,Norfolk city
0500000US51720,"Norton city, Virginia",3886,3611,92.9, Virginia,2010,Norton city
0500000US51730,"Petersburg city, Virginia",32303,4942,15.3, Virginia,2010,Petersburg city
0500000US51735,"Poquoson city, Virginia",12099,11418,94.4, Virginia,2010,Poquoson city
0500000US51740,"Portsmouth city, Virginia",96785,39804,41.1, Virginia,2010,Portsmouth city
0500000US51750,"Radford city, Virginia",16318,14112,86.5, Virginia,2010,Radford city
0500000US51760,"Richmond city, Virginia",201828,77619,38.5, Virginia,2010,Richmond city
0500000US51770,"Roanoke city, Virginia",95793,60310,63, Virginia,2010,Roanoke city
0500000US51775,"Salem city, Virginia",24641,21768,88.3, Virginia,2010,Salem city
0500000US51790,"Staunton city, Virginia",23806,19728,82.9, Virginia,2010,Staunton city
0500000US51800,"Suffolk city, Virginia",82544,42835,51.9, Virginia,2010,Suffolk city
0500000US51810,"Virginia Beach city, Virginia",435996,284947,65.4, Virginia,2010,Virginia Beach city
0500000US51820,"Waynesboro city, Virginia",20885,16836,80.6, Virginia,2010,Waynesboro city
0500000US51830,"Williamsburg city, Virginia",13421,9665,72, Virginia,2010,Williamsburg city
0500000US51840,"Winchester city, Virginia",25953,18489,71.2, Virginia,2010,Winchester city